step,actor_loss,critic_loss
0,-0.051349896059708314,0.4416213282690063
1,-0.1134633318064514,0.3652878903724449
2,-0.175493596812597,0.308119080812819
3,-0.23727137572913157,0.25932297499117657
4,-0.2998967308142301,0.2214442239632125
5,-0.3647639210917112,0.19026431865230173
6,-0.42919367289758664,0.16876360781040967
7,-0.49263922982109043,0.15616994957828134
8,-0.5513195979964872,0.15334064582237938
9,-0.6045821087766701,0.15210404236946684
10,-0.6493576083927427,0.15967012708038103
11,-0.6799279257603568,0.15916538672554698
12,-0.7005577759469241,0.16176436012374945
13,-0.7083918402917418,0.15438717677704344
14,-0.707748804012361,0.15588286835143061
15,-0.699300452974861,0.15118280805012146
16,-0.6832284174925336,0.14658378497238544
17,-0.6661776568313111,0.13881901455033113
18,-0.6452116116227496,0.13507226422322005
19,-0.6227989915710368,0.13076928529266377
20,-0.6015062463194485,0.12875743125007041
21,-0.5807120045020595,0.1303575989229695
22,-0.5645063951784857,0.1342531882976376
23,-0.5533174207216789,0.1347678633321259
24,-0.5449620245496261,0.12982235685398272
25,-0.5453460271961887,0.13467927473751157
26,-0.5470803505148834,0.13467676829440178
27,-0.5529139082733846,0.13255111286068458
28,-0.5614957646568759,0.13128162101569732
29,-0.572241511583172,0.1301531876741707
30,-0.5841337423181032,0.12932427956765324
31,-0.5975652252242524,0.12706205598720755
32,-0.6088704585896967,0.1269739268971047
33,-0.6183991092522614,0.12806497357957447
34,-0.6319135596595076,0.12659250713382444
35,-0.6411809854629077,0.13122081570564906
36,-0.6476839080498493,0.1308126230383855
37,-0.6527110524164539,0.12227721592469408
38,-0.6554848924510469,0.1263715144459603
39,-0.656149455820663,0.12508553150256982
40,-0.653684231534084,0.1243207271679078
41,-0.6512776676617542,0.12692220651071762
42,-0.6445142830985301,0.12135779198461916
43,-0.6390260998573957,0.12366863387583565
44,-0.6314922391732484,0.12127300907190403
45,-0.6278768692431107,0.12527503777371712
46,-0.6239485154343434,0.1275992955605429
47,-0.6196283905595463,0.12613826439842946
48,-0.6143266361935195,0.12743918792503023
49,-0.6129907699250995,0.12763020373565992
50,-0.6138410309043536,0.12452180439981742
51,-0.6135984671441194,0.12165031349592081
52,-0.6153411377145179,0.12361712277273874
53,-0.6196966741682779,0.12177533123168369
54,-0.6208753338651342,0.128677529170478
55,-0.6262594553866672,0.11814637026659386
56,-0.6310909117798887,0.12029078870727596
57,-0.6380543883619911,0.11653608041106828
58,-0.6433968748912339,0.12048887760666012
59,-0.6517824013369306,0.12347447203503009
60,-0.6564823584377912,0.121510169645216
61,-0.6582194001910948,0.12327204550566949
62,-0.6615605405983083,0.11958135909837725
63,-0.6611262386700134,0.12386840263858086
64,-0.6608315909374819,0.1168078125713237
65,-0.658570428115857,0.1194876839881708
66,-0.6564337198463861,0.1279048822066878
67,-0.652254474077075,0.12650321975962828
