step,actor_loss,critic_loss
0,-0.05115830808268966,0.4892415347192942
1,-0.11188477544591637,0.4137456809447221
2,-0.1723801499683275,0.3523364374195495
3,-0.23285727009316026,0.2938723347475527
4,-0.29461028151117785,0.24777482380600938
5,-0.3572773642348309,0.21348036921586724
6,-0.4218945905878926,0.1810814162736848
7,-0.48621970679009163,0.16370324791039415
8,-0.548712410180294,0.1559741625864627
9,-0.6086754398843206,0.15552325106598347
10,-0.661119123356047,0.16168620829377395
11,-0.7009368170284702,0.16686272163368002
12,-0.7313497227818703,0.17439675185675368
13,-0.7476057676235923,0.17817571505575
14,-0.753214496868909,0.17453704913570428
15,-0.7495560831251706,0.1788941319208458
16,-0.740592880323723,0.17099377675439772
17,-0.7231914524318583,0.16325541554349338
18,-0.7022681396402164,0.16272383692072367
19,-0.6814242531038202,0.15867456825048626
20,-0.6579681935115926,0.14902615828017013
21,-0.6337629121561015,0.1464029475277035
22,-0.6107513857716912,0.15077976584128017
23,-0.5951100292357647,0.15040231904092297
24,-0.5775854962361946,0.15013293110718187
25,-0.5667904647364175,0.14847908713874203
26,-0.5567066089182401,0.1481819164840818
27,-0.5515128173520256,0.14927628430164788
28,-0.5495611671569417,0.14887329171619162
29,-0.5508370172523477,0.14649608132880326
30,-0.5560068766357247,0.14650363452344153
31,-0.5614679730409313,0.14897569740054117
32,-0.5727924750154192,0.14446187514494496
33,-0.5811648026658166,0.14818358304163784
34,-0.5942373353152247,0.14664102533234094
35,-0.6088634386215132,0.13811839433107337
36,-0.6206514428352311,0.14370329704087756
37,-0.6317578064875207,0.1382315819193519
38,-0.6455262672078994,0.1387703651549489
39,-0.6563486526460649,0.13913621643038615
40,-0.6649130766946544,0.13801184249850318
41,-0.6721542413776307,0.13613644712930978
42,-0.6742654510601271,0.13960578374068594
43,-0.676153795972045,0.1342616371851743
44,-0.6765244930922998,0.1361751428730969
45,-0.6718389695697228,0.13598739145454178
46,-0.6723460739806166,0.12988700403229045
47,-0.6685289798004925,0.1354295888452149
48,-0.6710842193174792,0.1393509373682356
49,-0.665606155838661,0.13350904574205316
50,-0.6655668991815291,0.1321355302005735
51,-0.6630244486870827,0.13777344658162421
52,-0.6627463716734507,0.13360963103815787
53,-0.6592555363912417,0.13282110924323948
54,-0.6569573308871375,0.1340307212380592
55,-0.6566999309294889,0.13014983391611193
56,-0.6626799512525939,0.13487445830566996
57,-0.6663341287937827,0.1340888436552381
58,-0.6716388374065076,0.13813666648115402
59,-0.6753726108864233,0.13396857594848588
60,-0.6791631243904312,0.13264637243081803
61,-0.6847052530406784,0.1349020023621767
62,-0.6915510795712035,0.12208250026984192
63,-0.6984342681596422,0.1281841626897519
64,-0.6982886304688787,0.1279833830779189
65,-0.7021734091500148,0.1298837450647965
66,-0.7060247365440232,0.12656575857648733
67,-0.7126970042914654,0.12596850207017224
68,-0.7152651793743072,0.1262203566615436
69,-0.7158700390873302,0.12236230485905654
70,-0.7181882448471127,0.12700073981814053
71,-0.7194144900300699,0.12724652469536366
72,-0.7220931090187477,0.1321906353693231
73,-0.7144298394608093,0.12020979628614532
74,-0.7141300997940041,0.12367827322835714
75,-0.7088969956312852,0.12571755266048687
76,-0.7072658371652767,0.12806885077795044
77,-0.7048758627767292,0.12279589446508726
78,-0.7054482289998558,0.12606257430236587
79,-0.7086066509985101,0.12301292707671693
80,-0.7133220578270916,0.1286113210950287
81,-0.7176529101937015,0.13012306606395865
82,-0.718974194921425,0.1283759232500309
83,-0.7217279514431377,0.12489014792726354
84,-0.7233082773857101,0.12867928820124952
85,-0.7272228332782046,0.1269785419623996
86,-0.7305016649992279,0.12669168503849976
87,-0.7309548191333652,0.12357263285658296
88,-0.7297564352524029,0.1172063959713234
89,-0.7322761299543797,0.12094543345098777
90,-0.7415540663355096,0.12646115550487552
91,-0.7434519371995261,0.12242741842166742
92,-0.7389569400356945,0.11988194663733986
93,-0.7371458672168062,0.12540179043084876
94,-0.7373359705071867,0.12292636510715943
95,-0.7297106243414277,0.12110591119636425
96,-0.7274620256167188,0.12415931308381661
97,-0.7262528715430486,0.12275299728140271
98,-0.7346665741530123,0.12645187781939524
99,-0.7337968763540319,0.12252475242380856
100,-0.7342463388093874,0.11791950419809198
101,-0.7395871841372821,0.12105132317657624
102,-0.7389464405488316,0.11656097507067249
103,-0.74659293416576,0.12327167188287481
104,-0.7543596581608529,0.12888264000792293
105,-0.7476454605399754,0.12505813796888615
106,-0.756953012355054,0.11885081515681888
107,-0.7560533327245377,0.12826358750565187
108,-0.7518297862642993,0.12580765548856412
109,-0.7579838481506664,0.12205127153215617
110,-0.7515769199270455,0.11686226637546276
111,-0.763186913058811,0.12054774151153527
112,-0.7594698260972661,0.1239489747211037
113,-0.7587795092489673,0.1311412835664093
114,-0.7573150995463153,0.12376405321910555
115,-0.7592398945475373,0.11993874037803406
116,-0.7616280543770793,0.11973558466134394
117,-0.760560067290153,0.12395760866505807
118,-0.7538638513736609,0.12620004418988506
119,-0.7468913968085996,0.1125646905082594
120,-0.7512124377649685,0.12256487323813683
121,-0.7478408118127915,0.12354819972978918
122,-0.7457200769387455,0.11432051781275633
123,-0.744825668886994,0.12104663008083641
124,-0.7440626799989772,0.1173547909796436
125,-0.7421402045461177,0.12025378009857682
126,-0.7479852832098269,0.11435588665691496
127,-0.749101487640264,0.11135991847729577
128,-0.7499583313758136,0.11991472554122459
129,-0.7425078435832996,0.11061909202390935
130,-0.738551422147212,0.11574434840527247
131,-0.7477254791374391,0.11436256446824024
132,-0.7518815436948078,0.11025085967161846
133,-0.7615532094069094,0.11485658605894869
134,-0.7651112240559046,0.11512067716520866
135,-0.76108916962598,0.11293288456826744
136,-0.7633796509415844,0.10908143188023148
137,-0.7630690891282259,0.10637648093981936
138,-0.760672171154918,0.11167437666642918
139,-0.7510038352429371,0.10965278845651324
140,-0.7453496501239409,0.10973064879580414
141,-0.7407863720879557,0.1106096451873963
142,-0.7374095939192256,0.11279369983911601
143,-0.744823044912929,0.10508654569062723
144,-0.7528456324052665,0.10206960094200271
145,-0.7446015322525102,0.10810908460237545
146,-0.7517846530717688,0.10796884488101605
147,-0.7509006168899393,0.10937523904077665
148,-0.7412982890793781,0.10074141004617192
149,-0.7317985082659288,0.1122976164784985
150,-0.7279887417474231,0.1008726764833256
151,-0.7252629663885355,0.10211823380156407
152,-0.7380452030497946,0.10950538361856034
153,-0.7335388846196531,0.10024553083397653
154,-0.7390301749039365,0.10732679380205833
155,-0.7374441548358606,0.10969555087631744
156,-0.7261056360256104,0.09449137229996482
157,-0.7271282234248879,0.09882358019601775
158,-0.7244403298876305,0.10345268846426968
159,-0.7307208785775074,0.09640012477386437
160,-0.7294710176869513,0.10122081323876087
161,-0.7385118766905379,0.09762461962999835
162,-0.7287110722486388,0.09825936232244584
163,-0.7149539970539951,0.09972986736667704
164,-0.7125817562897645,0.09825321862301473
165,-0.7140933465250652,0.09296324738828068
166,-0.7159405664182529,0.10071998542023301
167,-0.7284554868988881,0.09970142503356748
168,-0.7220268832209948,0.09725257471868594
169,-0.7256358320938362,0.09821298240560256
170,-0.7316007971869939,0.0894701359059393
171,-0.7235207014582199,0.09093870453452202
172,-0.7325846790303678,0.0907922925347968
173,-0.7271168615008685,0.09793473427209132
174,-0.7276827660934106,0.09104122066592621
175,-0.7145900485518899,0.10015446917835247
176,-0.7310749946241859,0.08819497140574863
177,-0.7363089142734207,0.09247276407509095
178,-0.7313582321153953,0.10036876712275263
179,-0.730134988362819,0.08953383214994744
180,-0.7399840422319578,0.09008173219082753
181,-0.742689014223608,0.08437607354448623
182,-0.7464681012175705,0.09177335078188509
183,-0.7430864573778748,0.0862908119830347
184,-0.7364430063008793,0.08779571631290826
185,-0.727220629645799,0.08275228384328384
186,-0.7380259186468427,0.08595908863842736
187,-0.7399380685209359,0.08845881564087157
188,-0.7316420927884812,0.08091672527830776
189,-0.7333539791947581,0.08402616450953762
190,-0.7430004780565389,0.08418897794508935
191,-0.7555210862806024,0.0785239148201001
192,-0.769396605545242,0.08472897629760827
193,-0.7746337351745519,0.08373294434340955
194,-0.7601748617127819,0.08207854871884337
195,-0.7583673462692615,0.08431915507430059
196,-0.7362764672679944,0.0832769249864028
197,-0.7228804619230246,0.08521268920049803
198,-0.72326403962738,0.0895168855338051
199,-0.7540882336502164,0.0786830277085806
200,-0.7822424715639256,0.08868460181662582
201,-0.7819994272851101,0.08843088070922586
202,-0.793710761016531,0.07636581805833553
203,-0.7699421426570424,0.07693509409304534
204,-0.7542063538735725,0.07796305698020786
205,-0.7405568889160856,0.0785320574977365
206,-0.7417194893330114,0.0770849400726474
207,-0.7414062963531382,0.0771885448519092
208,-0.7468165869258577,0.08411885359264767
209,-0.7714888980113713,0.08362472902754475
210,-0.7818947740875288,0.07868525772966337
211,-0.7939160374619963,0.07682552233496354
212,-0.7935525358831378,0.08569842573814979
213,-0.7679958791262339,0.08128222073307477
214,-0.7296608069244894,0.08082569899885353
215,-0.7062114892202904,0.07433497087092009
216,-0.7138883210678568,0.0779062311253029
217,-0.718465240295773,0.08245671301001639
218,-0.7668862752516695,0.07281827039062624
219,-0.7851975574394611,0.08335639600805322
220,-0.7875637697767014,0.07882229606222425
221,-0.7887413162998893,0.06698822910885902
222,-0.7810674194972805,0.0789537413061517
223,-0.7767547565327687,0.07248605588833694
224,-0.7509978667556312,0.07147456422190496
225,-0.741696068835509,0.07057456202146908
226,-0.7614861032396625,0.06997236700234909
227,-0.7499353810504341,0.07746421221322736
228,-0.7593477360014361,0.07293911143031412
229,-0.7742039766561235,0.06931908941525883
230,-0.7923147477666204,0.07009561955445032
231,-0.8046852026359346,0.08059470686096792
232,-0.7782775951812234,0.06129758843414556
233,-0.7799587674277593,0.07383076909623867
234,-0.7822916977553523,0.07539053320028417
235,-0.7815022527480544,0.06622071366539661
236,-0.7785773917287334,0.06754997042479638
237,-0.7915909816911305,0.075250188172427
238,-0.78949859653997,0.07802163320717431
239,-0.7694554512214343,0.07546681578915763
240,-0.8043697697990841,0.06466836631634115
241,-0.780945141316038,0.06758566450093281
242,-0.800399961458605,0.06624847987446278
243,-0.7996280342476154,0.06169477857001741
244,-0.7997103110747883,0.07243228915947598
245,-0.8159903283824745,0.06994384306282062
246,-0.7986471858049343,0.06175251693018283
247,-0.8193375351297159,0.06822833211216925
248,-0.8044620929151616,0.07808413363622718
249,-0.8054489007757127,0.0704796436244859
250,-0.8118779447785296,0.07063389389090582
251,-0.8091842067294585,0.06843533845872131
252,-0.8071628117580365,0.07026765635225449
253,-0.8143845915448685,0.0802546937438081
254,-0.8231249892498966,0.06863562713952702
255,-0.8121911867391869,0.0732472339447755
256,-0.799395978046554,0.07136222545072934
257,-0.8108587502503488,0.07183080636494563
258,-0.8160145278746228,0.07322121757034374
259,-0.8234013380471793,0.06385755374893082
260,-0.8217396542861952,0.06019125077379072
261,-0.8135697831733399,0.07598096551466818
262,-0.8157244107352822,0.0683564170533523
263,-0.8275234673953944,0.07257180775439487
264,-0.8127335173472092,0.07615623390431625
