step,actor_loss,critic_loss
0,-0.050726791475646904,0.4409263302235813
1,-0.11177152425561815,0.3716790534031875
2,-0.17235218060066668,0.3131064499900576
3,-0.23320404528099703,0.2700186092721695
4,-0.29393449562962615,0.23036405750264272
5,-0.3567903363839193,0.20514855191892434
6,-0.41883544372152676,0.18649344331942355
7,-0.4794151393570728,0.17656061111849997
8,-0.5356905902489967,0.1764836730443844
9,-0.5848128897981867,0.1791944750268397
10,-0.6212758841714496,0.1803156383847134
11,-0.6492056481908816,0.18559476002161074
12,-0.6648353154274252,0.18984702002015857
13,-0.6677513840870836,0.19016973489062083
14,-0.6631251275902198,0.18528304707516585
15,-0.6504744525399069,0.18328570755351598
16,-0.6373990073489544,0.1763766227361959
17,-0.6186480352297765,0.17487212190782636
18,-0.5974767995852617,0.1674937961359239
19,-0.5769249391772692,0.16714202956415697
20,-0.5560950311421944,0.16317227762244207
21,-0.5383195092188118,0.16440056319383356
22,-0.5206987916627325,0.15896552416627016
23,-0.5064163958922234,0.15967592523761956
24,-0.49613995397116356,0.16316202864801982
25,-0.4877342363753069,0.16158123029276625
26,-0.485026953029617,0.1636830060868023
27,-0.4852515359338032,0.16717397449855056
28,-0.4888686586486365,0.15804751558766905
29,-0.4950921643796319,0.1595688635751084
30,-0.5035218921001838,0.16182813740040383
31,-0.5124146379225141,0.15562449135947395
32,-0.5219262786494441,0.15458100796529622
33,-0.5340469181823352,0.15518986101518817
34,-0.5489530661299206,0.1503502450481246
35,-0.56291667335715,0.152806677624922
36,-0.5730532667932795,0.14887891963153418
37,-0.5848430075773459,0.1510579491832242
38,-0.596448349228172,0.14895600694904462
39,-0.6046040495489593,0.15150242118729162
40,-0.6098609881402517,0.14824780508710755
41,-0.6125385128926475,0.1507524673250082
42,-0.6118745652081163,0.15224975627794793
43,-0.607990089337647,0.14491679977171193
44,-0.5997116045653597,0.144075517873576
45,-0.5931064931791642,0.1442726354334099
46,-0.5849798716520128,0.1433180488482004
47,-0.579372485004823,0.1467665021335693
